#{"t_start": 1780407765.2322433, "env_id": "LunarLander-v3"}
r,l,t
-82.242329,96,0.117437
-118.057687,124,0.231148
-112.556095,86,0.307368
-87.426356,118,0.41597
-238.692717,88,0.496903
-96.434421,68,0.562132
-167.711133,62,0.619053
-336.168447,95,0.709014
-67.435379,62,0.767462
-349.607663,110,0.868881
-105.503339,76,0.939396
-249.035866,92,1.024343
-86.512603,71,1.089647
-106.30096,124,1.202679
-99.31202,80,1.277026
-145.624158,93,1.367929
-187.241511,94,1.453284
-85.020739,76,1.5276
-236.676201,99,1.620854
-345.693772,133,1.744291
-347.451186,109,1.85095
-278.699306,92,1.943583
-112.077695,83,5.551037
-395.145893,120,5.660895
-259.924907,74,5.729335
-110.592353,73,5.795019
-186.636808,131,5.919931
-132.79205,73,5.987803
-206.867828,132,6.114546
-63.40046,63,6.172251
-245.213904,109,6.273794
-157.303593,89,6.355494
-289.148943,112,6.459841
-23.581475,82,6.537081
-140.425039,72,6.602885
-114.968919,85,6.680277
-191.284801,125,6.79643
-251.926711,67,6.858245
-3.851466,95,6.945545
-128.442165,76,7.016271
-361.291246,110,7.119098
-153.649914,91,7.200281
-473.115359,95,7.28575
-216.099506,181,10.847194
20.270286,157,10.998502
-350.378286,103,11.094672
-151.038403,151,11.236618
-66.646724,121,11.357079
-54.187184,135,11.485028
-121.649112,116,11.596777
-140.914596,96,11.691941
-68.919537,71,11.755793
-203.888477,127,11.88439
-69.409797,75,11.957179
-239.453216,113,12.063769
-97.672334,74,12.137747
-306.919484,143,12.271912
-65.073028,84,12.35164
-198.180041,114,12.46312
-145.236063,116,12.574938
-121.074132,97,12.665645
-82.179293,71,16.117747
-103.452146,111,16.25492
-48.251731,143,16.399331
-46.375127,99,16.50441
-86.504844,120,16.632849
-77.770059,83,16.714542
-192.480958,166,16.892654
-135.973889,97,16.994756
-39.987676,80,17.081868
-157.272253,137,17.224226
-130.196846,118,17.345071
-71.754843,75,17.418962
-104.53973,114,17.538812
-119.019,158,17.695889
-50.78388,198,17.925869
-84.943714,153,18.127107
