#{"t_start": 1780408254.8171732, "env_id": "LunarLander-v3"}
r,l,t
-283.423384,107,0.101944
-198.830738,58,0.155125
-139.979464,63,0.213171
-370.698008,103,0.303034
-146.41065,69,0.363477
-141.999432,113,0.466191
-420.176041,114,0.571242
-449.164243,83,0.646078
-81.795259,126,0.761707
-61.958854,75,0.829356
-91.226162,109,0.926901
-129.497871,95,1.013091
-116.875498,108,1.110741
-105.059927,103,1.206733
-485.51929,115,1.31282
-93.811233,70,1.376651
-138.741059,95,1.461894
-93.395431,87,1.539332
-104.242262,79,1.610358
-82.215948,73,1.67782
-141.02503,76,1.748182
-320.798604,114,1.857327
-258.453894,103,3.413215
-101.234335,74,3.47924
-362.137023,96,3.56729
-130.145329,87,3.64702
-223.067474,142,3.781586
-116.851659,85,3.858608
-91.985168,72,3.922721
-103.483765,62,3.978083
-119.957011,98,4.069173
-188.987898,131,4.189477
-103.800272,66,4.249994
-144.700608,87,4.327588
-296.546241,101,4.420446
-57.95718,66,4.482904
-119.904818,94,4.568407
-95.893796,117,4.691289
-93.94294,74,4.756903
-229.244893,85,4.834668
-100.141192,74,4.899995
-195.896933,144,5.030653
-70.638091,130,5.148519
-54.975971,67,5.208147
-233.97252,120,6.76388
-241.743753,153,6.905733
-187.433479,125,7.02018
-166.188647,71,7.084875
-221.195458,122,7.196314
-90.993725,96,7.284472
-103.123327,101,7.37665
-161.369711,118,7.48259
-249.644145,96,7.572122
-254.647198,143,7.703812
-188.67999,154,7.846767
-116.117196,115,7.956394
-113.848064,100,8.051433
-125.982865,116,8.158123
-148.983215,108,8.256182
-115.832993,68,8.31683
-147.892939,104,8.415093
-190.476277,81,8.489997
-95.176815,104,10.056272
-45.273257,168,10.220202
-72.52561,89,10.300592
-135.039424,119,10.411534
-88.764614,66,10.472589
-98.035456,81,10.543676
-152.975155,86,10.624804
-113.238862,119,10.734587
-133.080731,100,10.825303
-50.546147,109,10.925582
-61.795612,78,10.994322
-83.664091,127,11.113856
-50.621304,69,11.178288
-107.724161,86,11.25776
-120.42123,143,11.391238
-111.423026,103,11.490548
-85.690472,81,11.563238
-149.034556,145,11.697542
-130.557012,113,11.804465
-97.002264,110,11.910875
-65.086121,75,13.455106
-105.146035,78,13.526794
-67.957579,125,13.644048
-92.32579,73,13.715416
-92.098771,83,13.789236
-95.708535,85,13.871093
-75.718991,73,13.9395
-73.149899,111,14.045707
-82.006096,73,14.113185
-245.900973,173,14.277426
-51.923072,73,14.347792
-75.1397,102,14.44646
-306.205195,126,14.563679
-50.004915,132,14.689172
-97.680552,98,14.781697
-19.601178,120,14.895322
-61.745358,121,15.009272
-74.030422,64,15.067612
-57.808947,108,15.168592
-174.946706,99,15.264211
-249.643342,107,16.85452
-34.12381,77,16.934629
-114.564136,103,17.036463
-66.246997,144,17.178422
-85.951687,88,17.263903
-57.252987,95,17.355645
-70.143361,101,17.453039
-69.807103,129,17.581037
-94.446535,86,17.666412
-43.594172,140,17.801541
-77.579894,84,17.881149
-104.945673,81,17.958383
-62.812,111,18.062766
-106.620193,97,18.160692
-54.452179,110,18.267309
-66.589564,98,18.368048
-96.729151,107,18.47254
-175.857174,106,18.574878
-91.392036,75,18.646193
-127.773575,147,18.790039
-112.008202,125,20.406391
1.15529,100,20.503546
-133.832972,135,20.638199
-93.144153,83,20.719659
-81.524065,90,20.807039
-48.95279,97,20.901389
-64.820208,151,21.048244
-36.324903,128,21.173982
-97.752376,116,21.290529
-109.811399,120,21.407676
-52.523661,131,21.535125
-6.196387,144,21.677633
-123.655997,140,21.81398
2.435331,77,21.890178
-43.952519,133,22.018704
-109.871,80,22.099113
