#{"t_start": 1780409030.4414787, "env_id": "MountainCar-v0"}
r,l,t
-200.0,200,0.149862
-200.0,200,0.317562
-200.0,200,0.484665
-200.0,200,0.652086
-200.0,200,0.819494
-200.0,200,0.987618
-200.0,200,1.15539
-200.0,200,1.322768
-200.0,200,1.489705
-200.0,200,1.657055
-200.0,200,3.131386
-200.0,200,3.203287
-200.0,200,3.274858
-200.0,200,3.34699
-200.0,200,3.418701
-200.0,200,3.489613
-200.0,200,3.561067
-200.0,200,3.632305
-200.0,200,3.704385
-200.0,200,3.777864
-200.0,200,5.148003
-200.0,200,5.219584
-200.0,200,5.292329
-200.0,200,5.363535
-200.0,200,5.434582
-200.0,200,5.50548
-200.0,200,5.576893
-200.0,200,5.648282
-200.0,200,5.719792
-200.0,200,5.791682
-200.0,200,7.440785
-200.0,200,7.609223
-200.0,200,7.776951
-200.0,200,7.944357
-200.0,200,8.111461
-200.0,200,8.278377
-200.0,200,8.445125
-200.0,200,8.61225
-200.0,200,8.779353
-200.0,200,8.946265
-200.0,200,10.766113
-200.0,200,10.92023
-200.0,200,11.087578
-200.0,200,11.254529
-200.0,200,11.421682
-200.0,200,11.589315
-200.0,200,11.756929
-200.0,200,11.923889
-200.0,200,12.091232
-200.0,200,12.257992
-200.0,200,12.425155
-200.0,200,14.035164
-200.0,200,14.106694
-200.0,200,14.177928
-200.0,200,14.249042
-200.0,200,14.32025
-200.0,200,14.391896
-200.0,200,14.462758
-200.0,200,14.533566
-200.0,200,14.604722
-200.0,200,14.675218
-200.0,200,16.054831
-200.0,200,16.129303
-200.0,200,16.203748
-200.0,200,16.277331
-200.0,200,16.353802
-200.0,200,16.428226
-200.0,200,16.502148
-200.0,200,16.576045
-200.0,200,16.649862
-200.0,200,16.723245
-200.0,200,18.180267
-200.0,200,18.25436
-200.0,200,18.327754
-200.0,200,18.400834
-200.0,200,18.47442
-200.0,200,18.547713
-200.0,200,18.620682
-200.0,200,18.694111
-200.0,200,18.766649
-200.0,200,18.839919
-200.0,200,20.235481
-200.0,200,20.307328
-200.0,200,20.377391
-200.0,200,20.447266
-200.0,200,20.516813
-200.0,200,20.5867
-200.0,200,20.655899
-200.0,200,20.725739
-200.0,200,20.795371
-200.0,200,20.865178
-200.0,200,20.934811
-200.0,200,22.374022
-200.0,200,22.540829
-200.0,200,22.707549
-200.0,200,22.874629
-200.0,200,23.042335
-200.0,200,23.209169
-200.0,200,23.376027
-200.0,200,23.542927
-200.0,200,23.71018
-200.0,200,23.876531
-200.0,200,25.37148
-200.0,200,25.525994
-200.0,200,25.693957
-200.0,200,25.861194
-200.0,200,26.027832
-200.0,200,26.195358
-200.0,200,26.362305
-200.0,200,26.528736
-200.0,200,26.695755
-200.0,200,26.863948
-200.0,200,28.349613
-200.0,200,28.515011
-200.0,200,28.680119
-200.0,200,28.845261
-200.0,200,29.010047
-200.0,200,29.174908
-200.0,200,29.340392
-200.0,200,29.505143
-200.0,200,29.671035
-200.0,200,29.837211
-200.0,200,31.361333
-200.0,200,31.526333
-200.0,200,31.691584
-200.0,200,31.856648
-200.0,200,32.025344
-200.0,200,32.189939
-200.0,200,32.356143
-200.0,200,32.52226
-200.0,200,32.688076
-200.0,200,32.853428
-200.0,200,33.019081
-200.0,200,34.488627
-200.0,200,34.561231
-200.0,200,34.634674
-200.0,200,34.708337
-200.0,200,34.780615
-200.0,200,34.855635
-200.0,200,34.928328
-200.0,200,35.001134
-200.0,200,35.074535
-200.0,200,35.14682
-200.0,200,36.635646
-200.0,200,36.801414
-200.0,200,36.966363
-200.0,200,37.131605
-200.0,200,37.296195
-200.0,200,37.460833
-200.0,200,37.625926
-200.0,200,37.79095
-200.0,200,37.956245
-200.0,200,38.122765
-200.0,200,39.744891
-200.0,200,39.912411
-200.0,200,40.078912
-200.0,200,40.245323
-200.0,200,40.413161
-200.0,200,40.581117
-200.0,200,40.749235
-200.0,200,40.916526
-200.0,200,41.08361
-200.0,200,41.251279
-200.0,200,42.760836
-200.0,200,42.832866
-200.0,200,42.902896
-200.0,200,42.976127
-200.0,200,43.048874
-200.0,200,43.119731
-200.0,200,43.191167
-200.0,200,43.263702
-200.0,200,43.334946
-200.0,200,43.406696
-200.0,200,43.478223
-200.0,200,45.021412
-200.0,200,45.18693
-200.0,200,45.352443
-200.0,200,45.517306
-200.0,200,45.682281
-200.0,200,45.847488
-200.0,200,46.013192
-200.0,200,46.178562
-200.0,200,46.343293
-200.0,200,46.508402
-200.0,200,48.293058
-200.0,200,48.366349
-200.0,200,48.439807
-200.0,200,48.513055
-200.0,200,48.586187
-200.0,200,48.65875
-200.0,200,48.731858
-200.0,200,48.804439
-200.0,200,48.877648
-200.0,200,48.951422
-200.0,200,50.322775
-200.0,200,50.395749
-200.0,200,50.468836
-200.0,200,50.541544
-200.0,200,50.613904
-200.0,200,50.687515
-200.0,200,50.760032
-200.0,200,50.832963
-200.0,200,50.905753
-200.0,200,50.979042
-200.0,200,52.354406
-200.0,200,52.428574
-200.0,200,52.502217
-200.0,200,52.575905
-200.0,200,52.649616
-200.0,200,52.723938
-200.0,200,52.797906
