#{"t_start": 1780409030.4410453, "env_id": "MountainCar-v0"}
r,l,t
-200.0,200,0.150179
-200.0,200,0.317872
-200.0,200,0.484983
-200.0,200,0.652416
-200.0,200,0.819813
-200.0,200,0.987943
-200.0,200,1.155715
-200.0,200,1.323091
-200.0,200,1.490034
-200.0,200,1.657367
-200.0,200,3.131741
-200.0,200,3.203652
-200.0,200,3.27523
-200.0,200,3.347362
-200.0,200,3.419075
-200.0,200,3.489986
-200.0,200,3.561439
-200.0,200,3.632677
-200.0,200,3.704746
-200.0,200,3.778226
-200.0,200,5.148351
-200.0,200,5.21995
-200.0,200,5.292699
-200.0,200,5.363907
-200.0,200,5.434954
-200.0,200,5.505853
-200.0,200,5.577264
-200.0,200,5.648655
-200.0,200,5.72016
-200.0,200,5.792051
-200.0,200,7.441095
-200.0,200,7.609545
-200.0,200,7.777267
-200.0,200,7.944672
-200.0,200,8.111795
-200.0,200,8.278706
-200.0,200,8.445459
-200.0,200,8.612581
-200.0,200,8.779678
-200.0,200,8.946601
-200.0,200,10.766451
-200.0,200,10.920545
-200.0,200,11.087892
-200.0,200,11.254853
-200.0,200,11.422008
-200.0,200,11.589638
-200.0,200,11.757252
-200.0,200,11.924216
-200.0,200,12.091566
-200.0,200,12.258315
-200.0,200,12.425483
-200.0,200,14.035516
-200.0,200,14.10706
-200.0,200,14.178294
-200.0,200,14.249414
-200.0,200,14.32061
-200.0,200,14.392267
-200.0,200,14.463132
-200.0,200,14.533942
-200.0,200,14.605095
-200.0,200,14.675589
-200.0,200,16.055183
-200.0,200,16.129669
-200.0,200,16.204118
-200.0,200,16.27769
-200.0,200,16.354167
-200.0,200,16.428593
-200.0,200,16.502516
-200.0,200,16.576415
-200.0,200,16.650229
-200.0,200,16.723612
-200.0,200,18.180619
-200.0,200,18.254728
-200.0,200,18.328125
-200.0,200,18.401206
-200.0,200,18.474793
-200.0,200,18.548086
-200.0,200,18.621056
-200.0,200,18.694486
-200.0,200,18.767026
-200.0,200,18.840285
-200.0,200,20.235821
-200.0,200,20.307695
-200.0,200,20.377766
-200.0,200,20.447639
-200.0,200,20.517188
-200.0,200,20.587071
-200.0,200,20.656273
-200.0,200,20.726105
-200.0,200,20.79574
-200.0,200,20.865553
-200.0,200,20.935189
-200.0,200,22.374316
-200.0,200,22.541154
-200.0,200,22.707875
-200.0,200,22.874945
-200.0,200,23.042656
-200.0,200,23.209494
-200.0,200,23.376342
-200.0,200,23.543246
-200.0,200,23.710502
-200.0,200,23.876858
-200.0,200,25.371816
-200.0,200,25.526298
-200.0,200,25.694195
-200.0,200,25.861443
-200.0,200,26.028094
-200.0,200,26.195603
-200.0,200,26.362566
-200.0,200,26.529065
-200.0,200,26.696013
-200.0,200,26.864195
-200.0,200,28.349921
-200.0,200,28.515328
-200.0,200,28.680449
-200.0,200,28.84558
-200.0,200,29.010379
-200.0,200,29.175235
-200.0,200,29.340722
-200.0,200,29.505475
-200.0,200,29.671358
-200.0,200,29.837532
-200.0,200,31.361639
-200.0,200,31.526654
-200.0,200,31.691905
-200.0,200,31.856967
-200.0,200,32.025677
-200.0,200,32.190262
-200.0,200,32.356434
-200.0,200,32.522572
-200.0,200,32.688404
-200.0,200,32.853748
-200.0,200,33.019398
-200.0,200,34.488981
-200.0,200,34.5616
-200.0,200,34.635041
-200.0,200,34.708708
-200.0,200,34.78099
-200.0,200,34.856004
-200.0,200,34.928702
-200.0,200,35.00151
-200.0,200,35.074905
-200.0,200,35.147194
-200.0,200,36.635959
-200.0,200,36.801735
-200.0,200,36.966697
-200.0,200,37.131943
-200.0,200,37.296524
-200.0,200,37.461159
-200.0,200,37.626253
-200.0,200,37.791273
-200.0,200,37.956563
-200.0,200,38.123086
-200.0,200,39.745198
-200.0,200,39.912739
-200.0,200,40.079244
-200.0,200,40.245651
-200.0,200,40.413495
-200.0,200,40.581445
-200.0,200,40.74956
-200.0,200,40.916852
-200.0,200,41.08394
-200.0,200,41.251608
-200.0,200,42.761174
-200.0,200,42.83323
-200.0,200,42.903266
-200.0,200,42.976487
-200.0,200,43.049235
-200.0,200,43.120099
-200.0,200,43.191535
-200.0,200,43.264069
-200.0,200,43.335313
-200.0,200,43.40707
-200.0,200,43.478596
-200.0,200,45.021726
-200.0,200,45.187255
-200.0,200,45.352771
-200.0,200,45.517636
-200.0,200,45.682605
-200.0,200,45.847814
-200.0,200,46.013528
-200.0,200,46.17889
-200.0,200,46.343611
-200.0,200,46.508726
-200.0,200,48.293396
-200.0,200,48.366694
-200.0,200,48.440167
-200.0,200,48.513418
-200.0,200,48.586551
-200.0,200,48.659111
-200.0,200,48.732218
-200.0,200,48.804805
-200.0,200,48.87801
-200.0,200,48.951787
-200.0,200,50.323132
-200.0,200,50.396117
-200.0,200,50.469208
-200.0,200,50.541917
-200.0,200,50.614281
-200.0,200,50.687879
-200.0,200,50.760404
-200.0,200,50.833328
-200.0,200,50.906127
-200.0,200,50.979414
-200.0,200,52.354746
-200.0,200,52.428945
-200.0,200,52.502588
-200.0,200,52.576278
-200.0,200,52.64999
-200.0,200,52.724309
-200.0,200,52.798281
-200.0,200,52.872772
-200.0,200,52.94639
-200.0,200,53.022253
-200.0,200,53.096183
-200.0,200,54.483986
-200.0,200,54.557335
-200.0,200,54.630824
-200.0,200,54.704514
-200.0,200,54.777213
-200.0,200,54.849674
-200.0,200,54.922023
-200.0,200,54.995078
-200.0,200,55.068625
-200.0,200,55.141858
-200.0,200,56.511631
-200.0,200,56.585197
-200.0,200,56.658921
-200.0,200,56.732821
-200.0,200,56.805776
-200.0,200,56.879815
-200.0,200,56.953168
-200.0,200,57.026993
-200.0,200,57.10057
-200.0,200,57.175432
-200.0,200,58.561388
-200.0,200,58.638925
-200.0,200,58.712045
-200.0,200,58.785234
-200.0,200,58.858428
-200.0,200,58.931402
-200.0,200,59.004841
-200.0,200,59.077675
-200.0,200,59.15144
-200.0,200,59.225813
-200.0,200,60.600918
-200.0,200,60.689268
-200.0,200,60.76258
-200.0,200,60.836459
-200.0,200,60.910087
-200.0,200,60.983831
-200.0,200,61.058031
-200.0,200,61.132271
-200.0,200,61.206949
-200.0,200,61.280756
-200.0,200,61.355493
-200.0,200,62.758516
-200.0,200,62.830952
-200.0,200,62.903459
-200.0,200,62.975864
-200.0,200,63.050348
-200.0,200,63.123387
-200.0,200,63.196909
-200.0,200,63.281339
-200.0,200,63.364831
-200.0,200,63.439245
-200.0,200,64.826803
-200.0,200,64.900213
-200.0,200,64.973799
-200.0,200,65.047529
-200.0,200,65.120968
-200.0,200,65.195536
-200.0,200,65.269695
-200.0,200,65.344382
-200.0,200,65.418347
-200.0,200,65.492551
-200.0,200,66.881569
-200.0,200,66.954849
-200.0,200,67.028634
-200.0,200,67.102902
-200.0,200,67.177166
-200.0,200,67.251601
-200.0,200,67.324275
-200.0,200,67.397207
-200.0,200,67.469663
-200.0,200,67.543194
-200.0,200,68.905214
-200.0,200,68.979118
-200.0,200,69.052557
-200.0,200,69.126567
-200.0,200,69.201316
-200.0,200,69.275028
-200.0,200,69.364219
-200.0,200,69.438027
-200.0,200,69.511593
-200.0,200,69.585675
-200.0,200,70.945117
-200.0,200,71.041809
-200.0,200,71.11574
-200.0,200,71.191942
-200.0,200,71.265795
-200.0,200,71.340677
-200.0,200,71.414248
-200.0,200,71.488409
-200.0,200,71.561404
-200.0,200,71.6356
-200.0,200,71.708983
-200.0,200,73.11216
-200.0,200,73.187224
-200.0,200,73.261167
-200.0,200,73.335151
-200.0,200,73.408618
-200.0,200,73.483625
-200.0,200,73.558524
-200.0,200,73.63267
-200.0,200,73.707533
-200.0,200,73.781534
-200.0,200,75.1843
-200.0,200,75.257739
-200.0,200,75.330243
-200.0,200,75.403991
-200.0,200,75.477164
-200.0,200,75.551514
-200.0,200,75.625508
-200.0,200,75.70034
-200.0,200,75.773214
-200.0,200,75.84658
-200.0,200,77.212024
-200.0,200,77.286602
-200.0,200,77.363677
-200.0,200,77.437216
-200.0,200,77.510978
-200.0,200,77.584461
-200.0,200,77.658415
-200.0,200,77.732166
-200.0,200,77.805891
-200.0,200,77.879347
-200.0,200,79.234489
-200.0,200,79.310332
-200.0,200,79.383541
-200.0,200,79.45667
-200.0,200,79.529822
-200.0,200,79.60375
-200.0,200,79.676871
-200.0,200,79.750414
-200.0,200,79.823142
-200.0,200,79.896049
-200.0,200,79.969268
-200.0,200,81.31857
-200.0,200,81.391562
-200.0,200,81.463605
-200.0,200,81.536098
-200.0,200,81.608299
-200.0,200,81.68088
-200.0,200,81.753811
-200.0,200,81.826239
-200.0,200,81.898244
-200.0,200,81.970148
-200.0,200,83.355641
-200.0,200,83.428978
-200.0,200,83.502582
-200.0,200,83.576039
-200.0,200,83.650804
-200.0,200,83.725351
-200.0,200,83.799109
-200.0,200,83.87344
-200.0,200,83.947212
-200.0,200,84.020808
-200.0,200,85.786524
-200.0,200,85.956546
-200.0,200,86.125793
-200.0,200,86.294795
-200.0,200,86.46395
-200.0,200,86.633029
-200.0,200,86.801841
-200.0,200,86.970152
-200.0,200,87.139384
-200.0,200,87.308257
-200.0,200,89.269891
-200.0,200,89.437286
-200.0,200,89.604961
-200.0,200,89.773156
-200.0,200,89.941828
-200.0,200,90.110639
-200.0,200,90.278366
-200.0,200,90.446331
-200.0,200,90.614146
-200.0,200,90.782153
-200.0,200,90.950217
-200.0,200,92.612906
-200.0,200,92.781125
-200.0,200,92.94894
-200.0,200,93.117588
-200.0,200,93.286727
-200.0,200,93.456359
-200.0,200,93.625977
-200.0,200,93.795306
-200.0,200,93.964037
-200.0,200,94.132964
-200.0,200,95.564455
-200.0,200,95.634623
-200.0,200,95.705764
-200.0,200,95.776406
-200.0,200,95.846827
-200.0,200,95.918251
-200.0,200,95.987867
-200.0,200,96.059393
-200.0,200,96.130129
-200.0,200,96.202245
-200.0,200,97.540804
-200.0,200,97.631861
-200.0,200,97.710827
-200.0,200,97.782621
-200.0,200,97.855212
-200.0,200,97.927969
-200.0,200,98.000598
-200.0,200,98.072803
-200.0,200,98.146439
-200.0,200,98.220309
-200.0,200,99.56931
-200.0,200,99.645406
-200.0,200,99.715254
-200.0,200,99.785041
-200.0,200,99.855156
-200.0,200,99.926477
-200.0,200,99.996505
-200.0,200,100.071676
-200.0,200,100.14217
-200.0,200,100.212613
-200.0,200,100.283053
-200.0,200,101.762052
-200.0,200,101.83624
-200.0,200,101.91178
-200.0,200,101.986469
-200.0,200,102.061692
-200.0,200,102.135728
-200.0,200,102.211458
-200.0,200,102.287913
-200.0,200,102.365334
-200.0,200,102.440549
-200.0,200,103.811871
-200.0,200,103.882357
-200.0,200,103.952652
-200.0,200,104.023066
-200.0,200,104.093972
-200.0,200,104.164211
-200.0,200,104.23498
-200.0,200,104.306924
-200.0,200,104.381306
-200.0,200,104.451704
-200.0,200,105.924064
-200.0,200,106.092726
-200.0,200,106.261431
-200.0,200,106.429919
-200.0,200,106.598945
-200.0,200,106.767777
-200.0,200,106.93687
-200.0,200,107.10587
-200.0,200,107.274134
-200.0,200,107.442338
-200.0,200,108.943654
-200.0,200,109.104568
-200.0,200,109.272634
-200.0,200,109.440063
-200.0,200,109.612629
-200.0,200,109.7817
-200.0,200,109.950289
-200.0,200,110.118665
-200.0,200,110.286304
-200.0,200,110.454005
-200.0,200,110.62206
-200.0,200,112.119189
-200.0,200,112.28813
-200.0,200,112.457083
-200.0,200,112.62544
-200.0,200,112.793799
-200.0,200,112.961753
-200.0,200,113.130591
-200.0,200,113.299154
-200.0,200,113.466648
-200.0,200,113.635054
-200.0,200,115.245742
-200.0,200,115.410556
-200.0,200,115.574713
-200.0,200,115.73947
-200.0,200,115.904896
-200.0,200,116.069661
-200.0,200,116.234617
-200.0,200,116.398862
-200.0,200,116.563286
-200.0,200,116.727321
-200.0,200,118.238959
-200.0,200,118.37952
-200.0,200,118.544384
-200.0,200,118.70948
-200.0,200,118.874433
-200.0,200,119.039481
-200.0,200,119.204476
-200.0,200,119.368578
-200.0,200,119.532903
-200.0,200,119.697356
-200.0,200,121.156916
-200.0,200,121.231653
-200.0,200,121.303548
-200.0,200,121.375116
-200.0,200,121.447567
-200.0,200,121.519313
-200.0,200,121.59157
-200.0,200,121.663383
-200.0,200,121.736061
-200.0,200,121.808435
-200.0,200,121.879996
-200.0,200,123.268211
-200.0,200,123.343231
-200.0,200,123.418359
-200.0,200,123.493654
-200.0,200,123.568432
-200.0,200,123.643669
-200.0,200,123.718982
-200.0,200,123.794032
-200.0,200,123.869277
-200.0,200,123.944788
-200.0,200,125.613069
-200.0,200,125.783235
-200.0,200,125.952472
-200.0,200,126.12185
-200.0,200,126.291248
-200.0,200,126.460798
-200.0,200,126.630359
-200.0,200,126.799433
-200.0,200,126.968234
-200.0,200,127.13704
-200.0,200,128.785212
-200.0,200,128.955723
-200.0,200,129.126184
-200.0,200,129.296441
-200.0,200,129.4667
-200.0,200,129.636403
-200.0,200,129.805347
-200.0,200,129.974077
-200.0,200,130.142518
-200.0,200,130.311042
-200.0,200,132.181433
-200.0,200,132.350588
-200.0,200,132.518369
-200.0,200,132.686938
-200.0,200,132.854726
-200.0,200,133.022128
-200.0,200,133.191041
-200.0,200,133.360583
-200.0,200,133.528859
-200.0,200,133.697217
-200.0,200,135.406487
-200.0,200,135.547092
-200.0,200,135.713893
-200.0,200,135.879225
-200.0,200,136.044633
-200.0,200,136.210916
-200.0,200,136.377868
-200.0,200,136.543247
-200.0,200,136.708915
-200.0,200,136.874494
-200.0,200,137.040404
-200.0,200,138.640893
-200.0,200,138.809853
-200.0,200,138.978487
-200.0,200,139.147382
-200.0,200,139.315889
-200.0,200,139.484516
-200.0,200,139.653368
-200.0,200,139.823466
-200.0,200,139.992873
-200.0,200,140.161704
-200.0,200,141.708082
-200.0,200,141.779134
-200.0,200,141.851758
-200.0,200,141.925179
-200.0,200,141.997285
-200.0,200,142.07043
-200.0,200,142.141022
-200.0,200,142.213471
-200.0,200,142.284082
-200.0,200,142.355399
-200.0,200,143.710101
-200.0,200,143.788753
-200.0,200,143.861611
-200.0,200,143.934082
-200.0,200,144.006412
-200.0,200,144.079576
-200.0,200,144.152339
-200.0,200,144.224378
-200.0,200,144.296021
-200.0,200,144.369138
-200.0,200,145.726796
-200.0,200,145.843451
-200.0,200,146.013134
-200.0,200,146.18308
-200.0,200,146.353223
-200.0,200,146.522393
-200.0,200,146.691496
-200.0,200,146.859736
-200.0,200,147.027888
-200.0,200,147.196575
-200.0,200,147.365578
-200.0,200,148.818996
-200.0,200,148.894159
-200.0,200,148.970466
-200.0,200,149.046343
-200.0,200,149.122108
-200.0,200,149.198313
-200.0,200,149.274408
-200.0,200,149.350196
-200.0,200,149.424915
-200.0,200,149.500983
-200.0,200,150.925651
-200.0,200,151.090438
-200.0,200,151.256024
-200.0,200,151.421768
-200.0,200,151.59069
-200.0,200,151.75646
-200.0,200,151.921498
-200.0,200,152.08664
-200.0,200,152.251801
-200.0,200,152.416495
-200.0,200,153.823287
-200.0,200,153.894574
-200.0,200,153.965881
-200.0,200,154.036662
-200.0,200,154.107984
-200.0,200,154.179711
-200.0,200,154.251106
-200.0,200,154.321898
-200.0,200,154.393508
-200.0,200,154.465728
