#{"t_start": 1780408770.890718, "env_id": "MountainCar-v0"}
r,l,t
-200.0,200,0.079242
-200.0,200,0.152286
-200.0,200,0.224317
-200.0,200,0.295056
-200.0,200,0.365879
-200.0,200,0.436576
-200.0,200,0.511098
-200.0,200,0.581771
-200.0,200,0.653565
-200.0,200,0.724458
-200.0,200,4.161283
-200.0,200,4.232141
-200.0,200,4.302394
-200.0,200,4.37215
-200.0,200,4.442893
-200.0,200,4.512602
-200.0,200,4.582837
-200.0,200,4.65438
-200.0,200,4.724674
-200.0,200,4.794495
-200.0,200,8.211732
-200.0,200,8.282591
-200.0,200,8.354022
-200.0,200,8.424972
-200.0,200,8.495717
-200.0,200,8.566626
-200.0,200,8.637471
-200.0,200,8.709008
-200.0,200,8.779497
-200.0,200,8.84991
-200.0,200,12.259487
-200.0,200,12.333135
-200.0,200,12.404294
-200.0,200,12.475214
-200.0,200,12.546002
-200.0,200,12.617062
-200.0,200,12.688339
-200.0,200,12.759942
-200.0,200,12.830105
-200.0,200,12.901003
-200.0,200,16.303192
-200.0,200,16.373605
-200.0,200,16.445167
-200.0,200,16.516409
-200.0,200,16.587445
-200.0,200,16.659912
-200.0,200,16.730598
-200.0,200,16.801304
-200.0,200,16.8872
-200.0,200,16.956215
-200.0,200,17.026416
-200.0,200,20.423857
-200.0,200,20.494333
-200.0,200,20.564772
-200.0,200,20.636421
-200.0,200,20.707557
-200.0,200,20.778965
-200.0,200,20.850626
-200.0,200,20.922275
-200.0,200,20.993486
-200.0,200,21.065433
-200.0,200,24.47841
-200.0,200,24.550711
-200.0,200,24.622606
-200.0,200,24.694496
-200.0,200,24.766939
-200.0,200,24.840079
-200.0,200,24.912893
-200.0,200,24.985565
-200.0,200,25.057564
-200.0,200,25.130753
-200.0,200,28.543314
-200.0,200,28.614452
-200.0,200,28.685952
-200.0,200,28.759802
-200.0,200,28.830781
-200.0,200,28.902223
-200.0,200,28.973574
-200.0,200,29.044705
-200.0,200,29.11701
-200.0,200,29.188343
-200.0,200,32.584988
-200.0,200,32.669401
-200.0,200,32.83774
-200.0,200,33.00494
-200.0,200,33.172962
-200.0,200,33.340624
-200.0,200,33.508105
-200.0,200,33.67616
-200.0,200,33.843895
-200.0,200,34.01116
-200.0,200,34.178548
-200.0,200,42.414866
-200.0,200,42.58331
-200.0,200,42.751427
-200.0,200,42.91956
-200.0,200,43.087783
-200.0,200,43.255275
-200.0,200,43.422529
-200.0,200,43.590109
-200.0,200,43.758449
-200.0,200,43.925664
-200.0,200,47.367765
-200.0,200,47.440224
-200.0,200,47.512373
-200.0,200,47.585092
-200.0,200,47.658863
-200.0,200,47.731607
-200.0,200,47.803431
-200.0,200,47.87625
-200.0,200,47.948918
-200.0,200,48.021765
-200.0,200,51.406214
-200.0,200,51.477466
-200.0,200,51.549428
-200.0,200,51.621665
-200.0,200,51.693742
-200.0,200,51.765248
-200.0,200,51.835893
-200.0,200,51.907676
-200.0,200,51.978036
-200.0,200,52.0495
-200.0,200,55.432191
-200.0,200,55.502513
-200.0,200,55.573826
-200.0,200,55.647096
-200.0,200,55.717917
-200.0,200,55.790209
-200.0,200,55.860943
-200.0,200,55.932181
-200.0,200,56.002843
-200.0,200,56.073589
-200.0,200,56.144262
-200.0,200,59.501343
-200.0,200,59.572041
-200.0,200,59.645122
-200.0,200,59.716138
-200.0,200,59.787015
-200.0,200,59.858074
-200.0,200,59.928661
-200.0,200,60.000167
-200.0,200,60.070906
-200.0,200,60.147815
-200.0,200,63.536766
-200.0,200,63.607997
-200.0,200,63.680478
-200.0,200,63.751666
-200.0,200,63.82189
-200.0,200,63.893875
-200.0,200,63.964334
-200.0,200,64.036234
-200.0,200,64.107412
-200.0,200,64.178973
-200.0,200,67.543158
-200.0,200,67.61346
-200.0,200,67.685855
-200.0,200,67.757537
-200.0,200,67.828823
-200.0,200,67.900806
-200.0,200,67.971294
-200.0,200,68.043254
-200.0,200,68.11463
-200.0,200,68.186626
-200.0,200,71.564264
-200.0,200,71.636322
-200.0,200,71.707266
-200.0,200,71.779376
-200.0,200,71.850344
-200.0,200,71.922473
-200.0,200,71.994242
-200.0,200,72.065976
-200.0,200,72.136601
-200.0,200,72.208341
-200.0,200,72.278619
-200.0,200,75.634575
-200.0,200,75.707556
-200.0,200,75.780284
-200.0,200,75.852145
-200.0,200,75.923155
-200.0,200,75.994708
-200.0,200,76.065238
-200.0,200,76.136272
-200.0,200,76.206408
-200.0,200,76.276827
-200.0,200,79.633211
-200.0,200,79.706484
-200.0,200,79.778309
-200.0,200,79.849898
-200.0,200,79.921201
-200.0,200,79.992781
-200.0,200,80.063922
-200.0,200,80.135624
-200.0,200,80.213334
-200.0,200,80.28493
-200.0,200,83.665252
-200.0,200,83.735661
-200.0,200,83.806589
-200.0,200,83.87669
-200.0,200,83.946728
-200.0,200,84.01766
-200.0,200,84.087799
-200.0,200,84.158593
-200.0,200,84.228746
-200.0,200,84.299299
-200.0,200,87.663395
-200.0,200,87.733778
-200.0,200,87.804098
-200.0,200,87.87505
-200.0,200,87.94515
-200.0,200,88.015485
-200.0,200,88.086034
-200.0,200,88.158326
-200.0,200,88.229855
-200.0,200,88.301177
-200.0,200,88.371254
-200.0,200,91.740883
-200.0,200,91.811573
-200.0,200,91.883535
-200.0,200,92.051161
-200.0,200,92.218385
-200.0,200,92.385811
-200.0,200,92.552567
-200.0,200,92.718767
-200.0,200,92.885454
-200.0,200,93.052184
-200.0,200,96.442863
-200.0,200,96.513354
-200.0,200,96.58433
-200.0,200,96.656163
-200.0,200,96.727025
-200.0,200,96.798622
-200.0,200,96.873804
-200.0,200,96.944676
-200.0,200,97.015793
-200.0,200,97.102897
-200.0,200,100.433499
-200.0,200,100.504014
-200.0,200,100.574632
-200.0,200,100.645044
-200.0,200,100.715441
-200.0,200,100.786101
-200.0,200,100.856791
-200.0,200,100.926711
-200.0,200,100.997389
-200.0,200,101.068082
-200.0,200,104.411605
-200.0,200,104.482379
-200.0,200,104.553797
-200.0,200,104.624729
-200.0,200,104.696297
-200.0,200,104.767
-200.0,200,104.837711
-200.0,200,104.908458
-200.0,200,104.978826
-200.0,200,105.049993
-200.0,200,105.120262
-200.0,200,108.464253
-200.0,200,108.535512
-200.0,200,108.607248
-200.0,200,108.680061
-200.0,200,108.75297
