#{"t_start": 1780408770.8889122, "env_id": "MountainCar-v0"}
r,l,t
-200.0,200,0.080928
-200.0,200,0.153971
-200.0,200,0.226002
-200.0,200,0.296742
-200.0,200,0.367503
-200.0,200,0.438262
-200.0,200,0.512782
-200.0,200,0.583449
-200.0,200,0.655249
-200.0,200,0.726143
-200.0,200,4.162922
-200.0,200,4.233811
-200.0,200,4.304084
-200.0,200,4.37384
-200.0,200,4.444581
-200.0,200,4.514292
-200.0,200,4.584514
-200.0,200,4.65606
-200.0,200,4.726361
-200.0,200,4.796181
-200.0,200,8.213371
-200.0,200,8.284274
-200.0,200,8.355706
-200.0,200,8.426656
-200.0,200,8.497395
-200.0,200,8.568311
-200.0,200,8.639152
-200.0,200,8.710693
-200.0,200,8.781181
-200.0,200,8.851594
-200.0,200,12.261158
-200.0,200,12.334811
-200.0,200,12.40597
-200.0,200,12.476894
-200.0,200,12.547689
-200.0,200,12.618741
-200.0,200,12.69002
-200.0,200,12.761626
-200.0,200,12.831788
-200.0,200,12.902685
-200.0,200,16.304868
-200.0,200,16.375281
-200.0,200,16.44685
-200.0,200,16.51809
-200.0,200,16.589128
-200.0,200,16.661591
-200.0,200,16.732283
-200.0,200,16.802989
-200.0,200,16.888846
-200.0,200,16.957902
-200.0,200,17.028093
-200.0,200,20.425534
-200.0,200,20.496015
-200.0,200,20.566453
-200.0,200,20.638104
-200.0,200,20.709237
-200.0,200,20.780645
-200.0,200,20.852312
-200.0,200,20.923954
-200.0,200,20.995168
-200.0,200,21.067116
-200.0,200,24.48008
-200.0,200,24.552388
-200.0,200,24.624283
-200.0,200,24.696172
-200.0,200,24.768624
-200.0,200,24.841755
-200.0,200,24.914521
-200.0,200,24.987247
-200.0,200,25.059249
-200.0,200,25.132402
-200.0,200,28.544994
-200.0,200,28.616132
-200.0,200,28.687636
-200.0,200,28.761483
-200.0,200,28.832453
-200.0,200,28.903902
-200.0,200,28.975262
-200.0,200,29.046382
-200.0,200,29.118684
-200.0,200,29.190021
-200.0,200,32.586663
-200.0,200,32.670889
-200.0,200,32.839225
-200.0,200,33.006422
-200.0,200,33.174437
-200.0,200,33.342106
-200.0,200,33.509583
-200.0,200,33.67764
-200.0,200,33.845372
-200.0,200,34.012646
-200.0,200,34.18003
-200.0,200,42.416329
-200.0,200,42.58479
-200.0,200,42.752912
-200.0,200,42.921044
-200.0,200,43.089254
-200.0,200,43.256764
-200.0,200,43.424016
-200.0,200,43.591593
-200.0,200,43.759933
-200.0,200,43.927152
-200.0,200,47.369427
-200.0,200,47.441903
-200.0,200,47.51404
-200.0,200,47.586772
-200.0,200,47.660542
-200.0,200,47.733288
-200.0,200,47.805115
-200.0,200,47.877926
-200.0,200,47.950602
-200.0,200,48.02343
-200.0,200,51.407894
-200.0,200,51.47915
-200.0,200,51.551106
-200.0,200,51.623345
-200.0,200,51.695417
-200.0,200,51.766927
-200.0,200,51.837574
-200.0,200,51.909349
-200.0,200,51.979708
-200.0,200,52.051179
-200.0,200,55.433866
-200.0,200,55.504193
-200.0,200,55.575489
-200.0,200,55.648769
-200.0,200,55.719594
-200.0,200,55.791884
-200.0,200,55.862623
-200.0,200,55.933859
-200.0,200,56.004522
-200.0,200,56.075271
-200.0,200,56.145945
-200.0,200,59.502961
-200.0,200,59.573658
-200.0,200,59.646742
-200.0,200,59.717763
-200.0,200,59.788638
-200.0,200,59.859704
-200.0,200,59.930286
-200.0,200,60.001792
-200.0,200,60.072527
-200.0,200,60.149427
-200.0,200,63.538372
-200.0,200,63.609622
-200.0,200,63.682099
-200.0,200,63.753289
-200.0,200,63.82351
-200.0,200,63.89549
-200.0,200,63.965962
-200.0,200,64.037853
-200.0,200,64.109032
-200.0,200,64.180591
-200.0,200,67.544765
-200.0,200,67.615086
-200.0,200,67.687478
-200.0,200,67.75916
-200.0,200,67.830442
-200.0,200,67.902421
-200.0,200,67.972924
-200.0,200,68.044925
-200.0,200,68.116313
-200.0,200,68.188307
-200.0,200,71.565943
-200.0,200,71.637953
-200.0,200,71.708952
-200.0,200,71.781061
-200.0,200,71.852027
-200.0,200,71.924158
-200.0,200,71.995928
-200.0,200,72.067662
-200.0,200,72.138291
-200.0,200,72.210016
-200.0,200,72.280303
-200.0,200,75.636254
-200.0,200,75.709239
-200.0,200,75.781968
-200.0,200,75.853823
-200.0,200,75.924838
-200.0,200,75.996386
-200.0,200,76.066922
-200.0,200,76.137959
-200.0,200,76.208094
-200.0,200,76.2785
-200.0,200,79.634817
-200.0,200,79.708087
-200.0,200,79.779934
-200.0,200,79.851521
-200.0,200,79.922831
-200.0,200,79.994406
-200.0,200,80.065548
-200.0,200,80.137245
-200.0,200,80.214953
-200.0,200,80.286551
-200.0,200,83.666868
-200.0,200,83.737288
-200.0,200,83.808214
-200.0,200,83.878313
-200.0,200,83.948358
-200.0,200,84.019286
-200.0,200,84.089414
-200.0,200,84.160222
-200.0,200,84.230367
-200.0,200,84.300924
-200.0,200,87.665011
-200.0,200,87.735402
-200.0,200,87.805727
-200.0,200,87.876676
-200.0,200,87.946776
-200.0,200,88.017116
-200.0,200,88.087659
-200.0,200,88.159943
-200.0,200,88.231471
-200.0,200,88.302802
-200.0,200,88.37288
-200.0,200,91.742491
-200.0,200,91.813191
-200.0,200,91.885159
-200.0,200,92.052651
-200.0,200,92.219866
-200.0,200,92.387281
-200.0,200,92.55405
-200.0,200,92.720247
-200.0,200,92.88694
-200.0,200,93.05367
-200.0,200,96.444518
-200.0,200,96.515038
-200.0,200,96.586016
-200.0,200,96.657847
-200.0,200,96.728712
-200.0,200,96.80031
-200.0,200,96.875475
-200.0,200,96.946352
-200.0,200,97.017474
-200.0,200,97.104518
-200.0,200,100.435148
-200.0,200,100.5057
-200.0,200,100.576317
-200.0,200,100.646725
-200.0,200,100.717128
-200.0,200,100.787789
-200.0,200,100.858474
-200.0,200,100.928396
-200.0,200,100.999073
-200.0,200,101.06977
-200.0,200,104.413248
-200.0,200,104.484063
-200.0,200,104.555478
-200.0,200,104.626411
-200.0,200,104.697988
-200.0,200,104.768687
-200.0,200,104.83936
-200.0,200,104.910143
-200.0,200,104.980512
-200.0,200,105.05168
-200.0,200,105.121947
-200.0,200,108.465933
-200.0,200,108.537197
-200.0,200,108.60893
-200.0,200,108.681742
-200.0,200,108.754647
-200.0,200,108.827017
-200.0,200,108.900314
-200.0,200,108.972682
-200.0,200,109.04591
-200.0,200,109.118777
-200.0,200,112.468438
-200.0,200,112.539515
-200.0,200,112.610706
-200.0,200,112.682503
-200.0,200,112.753374
-200.0,200,112.855483
-200.0,200,112.928797
-200.0,200,112.999014
-200.0,200,113.069242
-200.0,200,113.139828
-200.0,200,116.471054
-200.0,200,116.541426
-200.0,200,116.612121
-200.0,200,116.683701
-200.0,200,116.753977
-200.0,200,116.824715
-200.0,200,116.896039
-200.0,200,116.967174
-200.0,200,117.037546
-200.0,200,117.10809
-200.0,200,120.458707
-200.0,200,120.52931
-200.0,200,120.600027
-200.0,200,120.670772
-200.0,200,120.741737
-200.0,200,120.818975
-200.0,200,120.894741
-200.0,200,120.964785
-200.0,200,121.034873
-200.0,200,121.1067
-200.0,200,124.438216
-200.0,200,124.512628
-200.0,200,124.582736
-200.0,200,124.653753
-200.0,200,124.725167
-200.0,200,124.796556
-200.0,200,124.868067
-200.0,200,124.940068
-200.0,200,125.010905
-200.0,200,125.082863
-200.0,200,125.154299
-200.0,200,128.487487
-200.0,200,128.559098
-200.0,200,128.630669
-200.0,200,128.702901
-200.0,200,128.773947
-200.0,200,128.845545
-200.0,200,128.91711
-200.0,200,128.988114
-200.0,200,129.060356
-200.0,200,129.131472
-200.0,200,132.467473
-200.0,200,132.539295
-200.0,200,132.611291
-200.0,200,132.683932
-200.0,200,132.756118
-200.0,200,132.827826
-200.0,200,132.899538
-200.0,200,132.970999
-200.0,200,133.042851
-200.0,200,133.115138
-200.0,200,136.457214
-200.0,200,136.528519
-200.0,200,136.599707
-200.0,200,136.671438
-200.0,200,136.742346
-200.0,200,136.813051
-200.0,200,136.883567
-200.0,200,136.954353
-200.0,200,137.024607
-200.0,200,137.09557
-200.0,200,140.432865
-200.0,200,140.507885
-200.0,200,140.580139
-200.0,200,140.652445
-200.0,200,140.723779
-200.0,200,140.795542
-200.0,200,140.867084
-200.0,200,140.938856
-200.0,200,141.009954
-200.0,200,141.080628
-200.0,200,141.151167
-200.0,200,144.4866
-200.0,200,144.564087
-200.0,200,144.634382
-200.0,200,144.705217
-200.0,200,144.775416
-200.0,200,144.846134
-200.0,200,144.915937
-200.0,200,144.986496
-200.0,200,145.057056
-200.0,200,145.128344
-200.0,200,148.465118
-200.0,200,148.536562
-200.0,200,148.608023
-200.0,200,148.679586
-200.0,200,148.750984
-200.0,200,148.822037
-200.0,200,148.893315
-200.0,200,148.96532
-200.0,200,149.036453
-200.0,200,149.107843
-200.0,200,152.447993
-200.0,200,152.518453
-200.0,200,152.589848
-200.0,200,152.661567
-200.0,200,152.732771
-200.0,200,152.803128
-200.0,200,152.873788
-200.0,200,152.944311
-200.0,200,153.015381
-200.0,200,153.088633
-200.0,200,156.418568
-200.0,200,156.489428
-200.0,200,156.560074
-200.0,200,156.630429
-200.0,200,156.701615
-200.0,200,156.771554
-200.0,200,156.841762
-200.0,200,156.915498
-200.0,200,156.992913
-200.0,200,157.062954
-200.0,200,157.132642
-200.0,200,160.452894
-200.0,200,160.524988
-200.0,200,160.596195
-200.0,200,160.666887
-200.0,200,160.7377
-200.0,200,160.808593
-200.0,200,160.879388
-200.0,200,160.950366
-200.0,200,161.020378
-200.0,200,161.092441
-200.0,200,164.419035
-200.0,200,164.489257
-200.0,200,164.559031
-200.0,200,164.62933
-200.0,200,164.699217
-200.0,200,164.768766
-200.0,200,164.838083
-200.0,200,164.908053
-200.0,200,164.977423
-200.0,200,165.047382
-200.0,200,168.366808
-200.0,200,168.437806
-200.0,200,168.508719
-200.0,200,168.579777
-200.0,200,168.650685
-200.0,200,168.722561
