#{"t_start": 1780409188.5748568, "env_id": "Ant-v4"}
r,l,t
-30.969694,34,0.071043
-8.188524,33,0.13831
-60.834673,49,0.21862
-138.91827,94,0.371723
-41.665464,27,0.417076
-42.755599,29,0.464263
-1102.65235,1000,2.086322
-41.883474,26,2.128448
-58.786121,44,2.198674
-21.358172,16,2.224495
-218.963199,139,2.447054
-31.972187,24,2.485933
-102.590506,94,2.638618
-29.898103,61,2.73587
-2.641736,13,2.756727
-10.755468,36,2.814943
-112.816308,94,2.964631
-1058.963467,1000,8.312454
-13.577323,29,8.359425
-86.858098,99,8.520552
-4.944811,9,8.535066
-59.414697,37,8.595309
-87.058983,105,8.764088
-1074.864321,1000,10.385589
-80.02336,34,14.177335
-105.738992,83,14.315802
-50.846133,23,14.353142
-84.295289,104,14.525701
-43.325194,33,14.579705
-34.835157,38,14.640816
-10.346504,15,14.665153
-79.727461,46,14.740489
-94.603397,80,14.872324
-976.875681,1000,16.487989
-10.350975,26,16.530249
-44.930962,27,16.574343
-126.602297,108,16.748759
-46.228109,35,16.804895
-19.831498,23,16.84306
-23.118943,19,16.87341
-1051.403825,1000,22.211426
-983.060242,1000,23.819903
-5.343743,22,23.855837
-13.850809,15,23.880709
-115.897634,97,24.036574
-37.672866,44,24.107866
-71.26788,74,24.227235
-72.507628,58,24.321117
-139.985118,67,24.428053
-65.540597,104,28.332682
-39.3637,30,28.381629
-7.490641,19,28.412519
-60.695706,26,28.455281
-31.674864,34,28.510705
-4.63057,15,28.534934
17.534833,46,28.6102
-23.129266,19,28.64135
-1046.889933,1000,30.261258
-143.89387,137,30.483521
-101.440388,55,30.572194
-12.539886,17,30.599976
-145.273419,96,30.754915
-129.000031,67,30.863943
-18.961867,16,30.88984
-69.046544,51,30.971839
-21.107904,12,30.990903
-20.3577,18,31.019904
-37.671306,25,31.060173
-9.822456,26,31.102633
-18.783665,13,31.123832
-37.169292,35,31.179989
-7.609992,23,31.216243
-97.099174,108,31.392212
-23.809341,24,31.431515
-87.957908,69,40.458652
-86.466461,58,40.552667
-37.346233,47,40.628178
-47.016225,38,40.689086
-150.691418,101,40.85057
-66.628634,89,40.993523
-39.343782,44,41.064164
-23.202844,26,41.106235
-57.83104,41,41.172117
-2.734081,30,41.220179
-121.294351,177,41.505294
-46.593183,38,41.567059
-15.164753,21,41.600973
-16.689124,28,41.646007
-13.622835,12,41.665414
-23.040808,22,41.700906
-19.904122,30,41.749136
-30.38806,53,41.833997
-30.341391,21,41.868133
19.768593,27,41.910798
-14.665601,18,41.939238
-38.006541,32,41.989908
-67.530492,61,42.086655
-60.833099,44,42.155752
-75.67862,74,42.272849
-79.397958,41,42.337463
-103.124429,87,42.474951
-45.037905,47,42.550045
-19.165399,21,42.583394
-71.750468,60,42.678952
-15.657084,19,42.709798
-17.527184,27,42.752818
-45.069978,27,42.796103
-107.75609,72,42.910839
-103.643743,118,43.101684
-89.289301,66,43.208092
-15.446528,10,43.224342
-42.776326,27,43.267405
-115.870677,70,43.379854
-18.224861,24,43.418363
-20.126744,13,43.439258
-13.918794,13,43.460739
-58.537739,66,43.567449
-954.297199,1000,48.904998
-62.318307,52,48.989625
-15.992933,12,49.008896
-39.477677,41,49.075799
-131.121165,110,49.254445
-22.34629,17,49.281528
-32.196054,37,49.34263
-370.892005,324,49.869318
-29.212325,25,49.910027
-33.314144,25,49.950528
-37.537057,33,50.003458
-10.623695,18,50.032341
-21.04623,22,50.067573
-16.264829,24,50.106876
-29.910434,39,50.170217
-17.847404,32,50.221153
-7.993392,17,50.248417
-13.07879,11,50.26629
-23.057644,98,50.426043
-34.225152,40,50.491204
-16.350048,66,50.597497
-47.768876,32,50.648236
-197.533884,229,54.694618
-960.991811,1000,56.314236
-23.279965,31,56.364141
-4.987899,13,56.385015
-73.449597,58,56.479128
-84.005917,76,56.600009
-28.870594,23,56.637069
-23.438146,17,56.664359
-25.693115,42,56.731185
-7.784636,22,56.766355
-28.014155,37,56.825378
-35.136913,37,56.885739
-25.020842,20,56.917755
-36.272012,42,56.985579
2.218796,14,57.008191
-65.260151,53,57.094507
-20.601986,42,57.163327
-27.506156,27,57.206966
-26.125338,19,57.237753
-934.824272,1000,67.758196
-14.452254,20,67.79017
-88.249956,83,67.924205
-104.62079,93,68.074448
-12.802583,11,68.09244
-133.135051,150,68.33408
-0.123861,41,68.400089
-34.551063,33,68.453003
-210.422081,120,68.645164
-17.236161,23,68.682365
-24.55341,44,68.753126
-45.500179,61,68.852756
-51.841486,61,68.952116
-85.390825,119,69.144501
-91.134906,70,69.256751
-21.973111,17,69.284137
-34.098843,46,69.35863
-890.264887,1000,74.675879
-50.328496,27,74.72031
-29.305911,38,74.7829
-11.34949,11,74.800792
-27.36346,15,74.82532
7.356043,48,74.904182
-41.88354,22,74.940022
-21.127046,15,74.964856
-55.211308,41,75.031257
-11.006118,24,75.070043
-13.573116,25,75.111247
-34.923788,46,75.187376
-75.634517,93,75.339454
-16.304842,38,75.402028
-27.858194,44,75.474428
-13.737771,24,75.514004
