#{"t_start": 1780409188.5672095, "env_id": "Ant-v4"}
r,l,t
-83.696164,49,0.102215
-69.494486,57,0.209702
-83.673013,79,0.33819
-34.059787,28,0.384074
-30.6762,24,0.424205
-16.1481,11,0.442132
-24.766704,13,0.463191
-18.798456,22,0.498727
-86.165276,63,0.599378
-12.902697,26,0.641619
-39.597302,23,0.678679
-55.769495,53,0.76371
-19.701252,15,0.788017
-72.599603,86,0.927563
-1.813294,19,0.958359
-9.000539,14,0.981184
-22.931301,24,1.019662
-14.962601,26,1.061596
-110.14653,115,1.247663
-76.69003,58,1.34046
-58.642705,37,1.40047
-59.833531,51,1.484723
-32.325258,50,1.565701
-138.720435,63,1.667869
-124.955534,90,1.814145
-91.68321,76,1.937892
-38.705767,33,1.992637
-15.620276,16,2.019838
-52.329738,56,2.111379
-38.194196,58,2.204201
-31.988414,56,2.293815
-32.714395,46,2.367758
-11.578842,26,2.40909
-62.026109,34,2.463808
-54.889588,59,2.559141
-24.565291,20,2.591908
-9.037809,24,2.631204
-13.069364,12,2.650603
-22.057552,51,2.731832
-40.175225,20,2.763783
-19.588608,26,2.805694
-320.681505,390,7.160847
-18.812058,22,7.197644
-115.019691,99,7.356972
-33.439966,41,7.423451
-52.35956,91,7.572402
-57.52858,86,7.710956
-11.06583,13,7.73198
-119.46475,82,7.863842
-45.793713,39,7.926833
-37.922039,58,8.021365
-79.299467,57,8.114512
-31.850935,16,8.140472
-89.921757,82,8.274098
-17.994601,50,8.35534
-39.241483,36,8.413687
-9.486139,16,8.43965
-56.224548,32,8.491653
-66.411358,94,8.644587
-1054.470584,1000,10.263261
-34.007218,39,10.32716
-47.711548,36,10.386053
-8.168374,13,14.142928
-1.899971,16,14.169582
-30.991294,55,14.261934
-31.911659,41,14.329369
-139.126789,140,14.56054
-89.448792,77,14.68535
-128.651922,86,14.825974
-99.584046,152,15.071684
-153.766614,94,15.222674
-51.367055,40,15.287563
-27.280911,78,15.412864
-15.422735,13,15.433738
-26.084035,49,15.512402
-55.590594,58,15.606428
