#{"t_start": 1780075705.802106, "env_id": "CartPole-v1"}
r,l,t
20.0,20,0.022661
30.0,30,0.042017
11.0,11,0.049165
50.0,50,0.084374
11.0,11,0.091775
13.0,13,0.098799
22.0,22,0.111483
21.0,21,0.124147
13.0,13,0.130329
19.0,19,0.143211
11.0,11,0.148727
23.0,23,0.162898
16.0,16,0.172277
9.0,9,0.176387
29.0,29,0.189024
19.0,19,0.197319
29.0,29,0.210158
26.0,26,0.221427
23.0,23,0.231975
19.0,19,0.240521
19.0,19,0.248853
13.0,13,0.255987
12.0,12,0.261223
18.0,18,0.269437
18.0,18,0.277179
15.0,15,0.284093
27.0,27,0.296139
17.0,17,0.303738
12.0,12,0.308886
24.0,24,0.319666
15.0,15,0.326358
27.0,27,0.341908
15.0,15,0.348379
22.0,22,0.357929
26.0,26,0.369334
18.0,18,0.377125
30.0,30,0.392411
27.0,27,0.404212
28.0,28,0.416588
19.0,19,0.425015
12.0,12,0.430286
47.0,47,0.450608
15.0,15,0.457259
15.0,15,0.463812
11.0,11,0.468643
12.0,12,0.474058
29.0,29,0.486713
34.0,34,0.501917
38.0,38,0.518081
15.0,15,0.524729
18.0,18,0.532809
11.0,11,0.537249
19.0,19,0.54587
26.0,26,0.556704
11.0,11,0.561415
83.0,83,0.808364
87.0,87,0.849439
12.0,12,0.854882
14.0,14,0.860739
15.0,15,0.867442
21.0,21,0.876644
9.0,9,0.880745
27.0,27,0.892476
40.0,40,0.91033
15.0,15,0.917008
10.0,10,0.92128
12.0,12,0.926731
20.0,20,0.935244
32.0,32,0.951656
20.0,20,1.043629
15.0,15,1.06077
15.0,15,1.067001
57.0,57,1.090255
29.0,29,1.102334
13.0,13,1.107926
15.0,15,1.114074
37.0,37,1.129618
17.0,17,1.136344
31.0,31,1.149188
21.0,21,1.158064
24.0,24,1.167975
13.0,13,1.173545
9.0,9,1.177463
19.0,19,1.185459
48.0,48,1.206244
42.0,42,1.224307
68.0,68,1.254399
24.0,24,1.264745
52.0,52,2.948561
65.0,65,2.999436
13.0,13,3.009692
14.0,14,3.020661
12.0,12,3.029701
24.0,24,3.048326
17.0,17,3.061833
34.0,34,3.08803
16.0,16,3.100468
34.0,34,3.126751
14.0,14,3.137479
