#{"t_start": 1780075705.8035536, "env_id": "CartPole-v1"}
r,l,t
500.0,500,65.225589
500.0,500,65.402118
500.0,500,65.570264
500.0,500,65.73952
500.0,500,67.288294
500.0,500,67.657359
500.0,500,68.024971
500.0,500,68.397305
500.0,500,71.058173
500.0,500,71.224918
500.0,500,71.396891
500.0,500,71.578039
500.0,500,73.260851
500.0,500,73.629656
500.0,500,73.997938
500.0,500,74.364907
500.0,500,75.994073
500.0,500,76.160995
500.0,500,76.327598
500.0,500,76.495261
500.0,500,77.747492
500.0,500,77.919079
500.0,500,78.08016
500.0,500,78.243113
500.0,500,79.691355
500.0,500,79.859916
500.0,500,80.027227
500.0,500,80.190035
500.0,500,81.550458
500.0,500,81.721458
500.0,500,81.897663
500.0,500,82.066124
500.0,500,82.236303
500.0,500,83.758192
500.0,500,83.947879
500.0,500,84.122174
500.0,500,84.295539
500.0,500,85.695711
500.0,500,85.863405
500.0,500,86.033518
500.0,500,86.217944
500.0,500,87.82405
500.0,500,88.015251
500.0,500,88.201706
500.0,500,88.382392
500.0,500,89.993025
500.0,500,90.366089
500.0,500,90.738655
500.0,500,91.11173
500.0,500,92.628518
500.0,500,92.79775
500.0,500,92.964556
500.0,500,93.132912
500.0,500,94.536699
500.0,500,94.710761
500.0,500,94.887338
500.0,500,95.06396
500.0,500,96.325295
500.0,500,96.499719
500.0,500,96.667486
500.0,500,96.837339
500.0,500,98.141026
500.0,500,98.312561
500.0,500,98.489706
500.0,500,98.66122
500.0,500,100.158863
500.0,500,100.560024
500.0,500,100.932368
500.0,500,101.3012
500.0,500,102.944575
500.0,500,103.106992
500.0,500,103.269985
500.0,500,103.43945
500.0,500,104.7446
500.0,500,105.107279
500.0,500,105.47527
500.0,500,105.845205
500.0,500,106.214526
500.0,500,107.714279
500.0,500,108.081561
500.0,500,108.447746
500.0,500,108.816681
500.0,500,110.272685
500.0,500,110.432279
500.0,500,110.594541
500.0,500,110.759166
500.0,500,112.06463
500.0,500,112.231989
500.0,500,112.39483
500.0,500,112.558691
500.0,500,113.880058
500.0,500,114.039725
500.0,500,114.202864
500.0,500,114.364623
500.0,500,115.761953
500.0,500,116.129554
500.0,500,116.498781
500.0,500,116.867386
500.0,500,118.213073
500.0,500,118.37858
500.0,500,118.68355
500.0,500,119.054539
500.0,500,120.434093
500.0,500,120.597306
500.0,500,120.764368
500.0,500,120.930978
500.0,500,122.15768
500.0,500,122.447272
500.0,500,122.815998
500.0,500,123.182621
500.0,500,124.594451
500.0,500,124.764498
500.0,500,124.926576
500.0,500,125.090943
500.0,500,126.329202
500.0,500,126.495735
500.0,500,126.656222
500.0,500,126.819138
500.0,500,126.9946
500.0,500,128.215537
500.0,500,128.380615
500.0,500,128.54249
500.0,500,128.724424
500.0,500,129.983948
500.0,500,130.145134
500.0,500,130.310506
500.0,500,130.477234
500.0,500,131.739554
500.0,500,131.91329
500.0,500,132.086885
500.0,500,132.258276
500.0,500,133.861682
500.0,500,134.230554
500.0,500,134.598807
500.0,500,134.965304
500.0,500,136.595868
500.0,500,136.761766
500.0,500,136.923418
