#{"t_start": 1780075705.803988, "env_id": "CartPole-v1"}
r,l,t
26.0,26,0.023512
22.0,22,0.039211
24.0,24,0.056171
20.0,20,0.072009
10.0,10,0.077452
10.0,10,0.085405
30.0,30,0.102776
19.0,19,0.111496
17.0,17,0.122412
22.0,22,0.135237
36.0,36,0.157541
11.0,11,0.162446
22.0,22,0.174647
16.0,16,0.181578
15.0,15,0.188195
54.0,54,0.211763
20.0,20,0.220675
19.0,19,0.229175
19.0,19,0.237729
15.0,15,0.244327
45.0,45,0.265711
18.0,18,0.273577
14.0,14,0.27997
23.0,23,0.290323
14.0,14,0.296624
13.0,13,0.302544
33.0,33,0.316879
13.0,13,0.322757
32.0,32,0.340572
12.0,12,0.345652
19.0,19,0.353784
30.0,30,0.366977
9.0,9,0.370858
12.0,12,0.376228
15.0,15,0.382872
23.0,23,0.394861
35.0,35,0.410303
18.0,18,0.418317
29.0,29,0.431047
30.0,30,0.444072
17.0,17,0.451708
19.0,19,0.459842
17.0,17,0.46734
11.0,11,0.472306
54.0,54,0.496075
20.0,20,0.504887
35.0,35,0.519691
18.0,18,0.527813
24.0,24,0.538295
27.0,27,0.549912
13.0,13,0.555402
17.0,17,0.562576
17.0,17,0.569618
42.0,42,0.766802
12.0,12,0.804428
12.0,12,0.809368
36.0,36,0.826789
30.0,30,0.841673
19.0,19,0.849774
31.0,31,0.863317
21.0,21,0.872674
31.0,31,0.886188
28.0,28,0.89857
13.0,13,0.904293
14.0,14,0.910606
47.0,47,0.931262
18.0,18,0.93908
13.0,13,0.944756
11.0,11,0.952166
16.0,16,1.047803
13.0,13,1.058459
26.0,26,1.069347
52.0,52,1.090607
17.0,17,1.097614
28.0,28,1.109445
63.0,63,1.135528
31.0,31,1.148247
11.0,11,1.152989
15.0,15,1.159178
16.0,16,1.165634
16.0,16,1.172645
16.0,16,1.179372
44.0,44,1.198176
63.0,63,1.22558
15.0,15,1.232126
12.0,12,1.237553
13.0,13,1.24319
16.0,16,1.2503
26.0,26,1.26149
24.0,24,2.921995
13.0,13,2.932394
20.0,20,2.94842
18.0,18,2.962708
12.0,12,2.972214
21.0,21,2.988505
37.0,37,3.017238
30.0,30,3.040313
11.0,11,3.049097
52.0,52,3.089372
17.0,17,3.102576
17.0,17,3.115614
14.0,14,3.126536
22.0,22,3.143395
16.0,16,3.155701
32.0,32,3.18029
15.0,15,3.191824
13.0,13,3.201706
22.0,22,3.218508
11.0,11,3.226854
18.0,18,3.24067
47.0,47,3.276125
17.0,17,3.289243
13.0,13,3.299361
13.0,13,3.309451
16.0,16,3.321786
18.0,18,3.335636
96.0,96,3.408666
19.0,19,3.423178
29.0,29,3.445305
18.0,18,3.459134
30.0,30,3.482276
40.0,40,3.51243
23.0,23,3.530122
40.0,40,3.560492
15.0,15,3.572033
25.0,25,3.590966
15.0,15,3.602448
26.0,26,3.622514
18.0,18,3.63629
25.0,25,3.655478
15.0,15,3.666923
20.0,20,3.682169
