#{"t_start": 1780409706.6030319, "env_id": "Ant-v4"}
r,l,t
-107.633952,105,0.180753
-13.136869,14,0.203038
-226.051391,262,0.62554
-35.366282,24,0.663802
-21.26594,18,0.692677
-192.930427,94,0.84304
-18.724913,11,0.860625
-71.750351,52,0.944292
-42.759171,62,1.044392
-40.109704,43,1.114635
-41.229737,34,1.172633
-6.028209,33,1.225939
-29.735017,24,1.265657
-17.244232,33,1.319401
-81.525263,56,1.409867
-1128.19406,1000,3.032042
-98.40418,56,3.122392
-28.736705,73,3.240313
-82.01676,96,5.032365
-35.949452,25,5.072809
-60.843343,43,5.142505
-50.304033,84,5.27937
-28.399611,42,5.347296
-157.846261,101,5.508526
-52.748254,49,5.587879
-86.643622,67,5.694701
-90.225388,84,5.829155
-49.717791,46,5.902749
-40.830645,96,6.056915
-14.345066,10,6.072689
-69.529522,82,6.203155
-61.458899,70,6.317883
-57.331768,61,6.415117
-35.217757,26,6.456615
-54.794324,36,6.5144
-12.763543,23,6.552071
-20.616846,18,6.581298
-12.272713,22,6.616566
-15.433661,24,6.655225
-49.022077,46,6.72795
-18.516966,20,6.759674
-24.480475,29,6.805502
-69.538331,27,6.848731
-24.278751,88,6.989033
-30.90578,36,7.046722
-21.413908,75,7.166098
-41.291828,79,7.2932
-116.726622,107,7.466109
-123.051243,170,7.739147
-19.627017,33,7.791865
-39.905487,50,7.871585
-96.64553,122,8.065264
-11.500624,17,8.09238
-96.825273,73,8.212004
-112.067482,106,10.074979
-102.444284,80,10.203415
-24.92661,30,10.25124
-12.164463,34,10.307495
-84.967733,104,10.474554
-27.432136,39,10.539066
-28.917836,27,10.582471
-69.932319,101,10.74397
-7.52805,16,10.769937
-6.793909,32,10.82118
-994.515553,1000,12.448363
-85.949498,48,12.526803
-116.475752,128,12.731287
-76.599593,116,12.918564
-19.500564,15,12.942864
-139.37766,168,13.212554
-998.311888,1000,16.322922
-914.585234,1000,17.951157
-83.171464,71,18.065766
-29.343903,27,19.660888
-12.187884,14,19.683893
-958.542936,1000,21.297708
-160.321417,125,21.506148
3.290044,14,21.5302
20.113723,28,21.575493
-810.863055,1000,24.750844
-13.170387,21,24.784639
-13.46717,17,24.81151
-21.699553,44,24.881308
-62.133097,70,24.993563
-115.21167,73,25.110281
-11.906461,17,25.138194
-877.125203,1000,26.764899
-88.336548,80,26.893703
-55.648244,35,26.953919
-26.622652,33,27.007627
-30.951802,38,27.06987
-20.376279,19,27.100765
-46.172192,61,27.203613
-51.443503,66,27.311168
-94.798044,106,27.484118
-102.437871,79,27.611542
-83.914386,45,27.684245
-836.874418,1000,30.903197
-758.034182,1000,32.553712
-54.52233,30,32.603136
-17.116419,15,32.627726
-75.538208,67,32.736876
-5.143361,24,32.776017
-7.903498,81,34.517809
-15.117772,16,34.544841
-15.130142,21,34.57947
-21.847854,20,34.612433
-15.352565,18,34.642244
-42.118691,33,34.696687
-35.42708,43,34.767136
