#{"t_start": 1780409706.5909538, "env_id": "Ant-v4"}
r,l,t
-0.220184,31,0.070563
-89.310176,90,0.217576
-19.386206,14,0.239769
-39.092766,26,0.281747
-34.544345,23,0.31855
-27.499934,29,0.36488
-9.81013,14,0.387235
-23.667188,22,0.425263
-33.789483,55,0.513766
-0.170424,44,0.583745
-26.310824,26,0.625536
-51.203188,59,0.720075
-137.287527,131,0.929965
-71.635,59,1.025164
-78.597182,70,1.140718
-128.665147,89,1.286644
-36.440491,22,1.322352
-27.390246,17,1.350059
-25.125718,14,1.372411
-92.721201,79,1.500802
-13.583711,21,1.535023
-40.098052,58,1.62845
-16.067677,27,1.671906
-52.036403,33,1.725888
-41.719926,26,1.767637
-1136.521561,1000,5.025701
-51.191618,35,5.082387
-35.54364,40,5.14732
-18.586957,50,5.22781
-239.511633,204,5.557224
-970.965696,1000,7.158238
-61.851649,45,7.230057
-67.759495,60,7.327339
-67.327667,54,7.414722
-49.067026,32,7.46609
-35.039938,29,7.512347
-9.881947,10,7.528292
-29.902722,42,7.596058
-35.094816,39,7.658218
-13.712546,29,7.705215
-26.804929,19,7.735743
-59.482898,96,7.889279
-79.220309,68,7.99728
-223.836815,206,10.022314
-14.850703,11,10.039997
-98.15442,99,10.198552
-26.521834,46,10.272789
1.821138,8,10.285903
-38.320051,37,10.346189
-5.817959,18,10.374861
-74.718188,80,10.504699
-19.719688,27,10.548565
-60.873885,71,10.662501
-32.140346,36,10.720056
1.131219,7,10.731236
-149.800899,101,10.893859
-42.018866,56,10.984705
-52.234238,39,11.047861
-149.68859,107,11.22153
-121.915827,87,11.363187
-60.165868,44,11.434349
-43.15485,60,11.531583
0.162628,15,11.556422
-71.070671,41,11.623025
-13.453826,15,11.647971
-3.769338,16,11.674124
-35.278498,17,11.701881
-29.987367,20,11.734486
-46.896803,39,11.798541
22.801867,56,11.889953
-39.253675,27,11.934313
-38.009253,28,11.980048
-54.358862,35,12.037085
-22.184121,35,12.093414
-41.77071,37,12.152665
-180.675944,134,12.371186
-32.814157,31,12.421392
-148.047007,89,12.567112
-7.435539,18,12.596003
-107.48467,76,12.717065
-934.616663,1000,15.822691
-45.775406,44,15.894385
-158.231629,99,16.054234
-39.48655,23,16.091844
-23.215819,12,16.111709
-1.477919,25,16.152391
-126.261423,109,16.329201
-121.991356,148,16.569769
-901.622719,1000,19.748278
-74.919407,60,19.845176
-29.783404,28,19.889984
-59.125267,112,20.074732
-101.374028,128,20.280101
-74.554781,64,20.38344
-10.710052,26,20.425171
