#{"t_start": 1780409706.5933976, "env_id": "Ant-v4"}
r,l,t
-26.942855,36,0.076333
-74.361412,57,0.170349
-14.218717,10,0.186487
-7.46358,26,0.227932
-49.780861,38,0.289114
-28.812862,25,0.328953
-21.56807,17,0.355895
-164.996248,140,0.583124
-84.331166,75,0.703355
-27.236744,23,0.740186
-83.974231,98,0.897112
-282.327288,296,1.379938
-5.178999,27,1.423801
-82.351802,62,1.524424
-19.575753,19,1.555533
-33.889839,19,1.585968
-25.085483,34,1.640891
-11.77606,21,1.674608
-134.691246,107,1.846791
-53.067204,45,1.918836
-1068.440018,1000,5.178832
-27.975214,27,5.222184
-28.880296,19,5.253878
-90.097115,94,5.40589
-13.472287,23,5.442325
-1.067822,16,5.46805
-69.992469,64,5.571118
-78.660999,72,5.685905
-137.026567,104,5.85268
-24.909061,30,5.900478
-90.85824,108,6.073841
-1069.124899,1000,7.676872
-41.702948,67,7.78498
-89.673743,89,7.926692
-153.341964,98,8.082379
-110.063145,114,9.960634
-4.849805,28,10.00577
-10.108186,21,10.039351
-147.897973,101,10.201245
-59.328359,47,10.277088
-47.020478,18,10.306716
-20.465791,15,10.331005
-33.201106,24,10.369385
-12.959634,25,10.409763
-1030.553999,1000,12.03297
-947.316915,1000,15.133142
-12.55138,21,15.168508
-142.048789,115,15.358324
-41.309626,39,15.421982
-16.143662,27,15.465861
-879.80159,1000,17.091591
1.921465,10,17.108097
-44.95174,30,17.15668
-879.544726,1000,20.331187
-17.558456,13,20.352222
-35.12058,31,20.402138
-18.568175,20,20.434235
-23.808514,20,20.466119
-41.480669,50,20.546271
-124.020924,156,20.796223
-75.426133,75,20.915598
-53.252728,27,20.959104
-65.451525,65,21.063686
-45.801396,43,21.13341
-47.923256,36,21.191503
-15.159399,34,21.247062
-17.641648,55,21.337835
-7.637977,14,21.366346
-109.093224,139,21.592511
-45.361178,79,21.719562
-24.437923,45,21.792661
-150.218139,116,21.979919
-11.951221,18,22.009069
-11.344381,17,22.036288
-21.996322,51,22.117049
2.607623,37,22.17765
-18.439344,17,22.205247
-37.192158,39,22.268131
-59.499159,56,22.358176
-35.187367,30,22.406731
-66.459496,45,22.478731
-916.565035,1000,25.658375
-21.892426,22,25.694131
-44.501502,34,25.749235
-120.239266,106,25.919586
-17.168152,11,25.937061
-28.199206,13,25.958205
-51.362963,31,26.007703
-46.571252,55,26.095206
-11.216123,25,26.135915
-109.875508,70,26.254077
-9.327549,29,26.302091
-15.236325,12,26.321611
-20.235531,40,26.386441
1.094863,13,26.407627
-47.514091,45,26.480212
-24.874543,17,26.508216
-85.891985,39,26.570951
-52.268201,54,26.658235
-50.077247,36,26.716922
-27.005671,27,26.761088
3.790155,28,26.806466
-19.190187,89,26.952466
7.769347,45,27.026351
-11.055331,24,27.066005
-21.799347,31,27.116307
-25.774063,31,27.169374
0.624878,13,27.191175
6.923133,30,27.240214
-114.983799,176,27.527411
-45.369721,37,27.587155
-139.557079,125,27.789833
-31.209837,65,29.484039
-54.599551,61,29.586854
-27.148227,32,29.638811
-523.094893,734,30.832516
-164.571975,181,31.126072
-11.504026,14,31.149109
-26.798491,56,31.240209
-25.043124,44,31.313865
-23.321481,35,31.370658
-6.34137,11,31.388385
-19.232292,21,31.422593
-10.099616,31,31.473068
-31.490351,25,31.514463
-7.469166,53,31.617261
-7.235163,87,31.759278
-19.12503,90,31.905429
-24.97202,50,31.986153
-763.596587,1000,35.23817
-56.012999,85,35.376757
-24.444281,12,35.396027
-721.03724,1000,37.017439
-18.03814,18,37.047246
-35.361382,43,37.117136
-20.228394,47,37.194264
-55.140456,40,37.259411
-105.118076,128,37.469732
8.259365,20,37.502459
-12.589395,25,37.542329
-8.192075,22,37.577772
-17.466476,18,37.606858
-21.247359,12,37.626192
6.096625,13,37.647008
-51.688105,59,39.250364
-5.855118,11,39.268762
-25.876071,50,39.350671
-110.231603,137,39.571976
-33.169518,24,39.612171
-4.480414,13,39.632696
-17.795884,12,39.653083
-73.911664,190,39.95849
-89.633973,83,40.089732
-33.591014,38,40.14998
-2.374357,61,40.247041
-67.106588,87,40.386621
-41.135268,42,40.452812
-11.929584,12,40.471404
-24.665578,20,40.503469
-97.497451,83,40.636075
-3.514078,19,40.666517
-50.871066,25,40.706538
-31.229364,30,40.753765
-64.08721,82,40.885334
-45.961658,56,40.975271
-832.787453,1000,44.248943
3.372374,31,44.30058
-22.992383,27,44.344182
-24.346374,75,44.463449
3.224254,45,44.534921
9.173385,27,44.579798
-14.795462,21,44.614079
-707.482569,1000,46.237276
-7.064639,12,46.256981
-73.386538,81,46.389401
-39.91548,82,46.521783
-18.215199,20,46.554565
-43.639303,41,46.621236
-16.691491,32,46.67275
3.437556,12,46.692186
-19.780564,45,46.764615
-62.90664,45,46.837535
-0.613462,19,46.868452
-5.2555,13,46.889228
2.816295,11,46.907331
-11.592659,9,46.922109
-37.242943,37,46.981311
-21.74421,72,47.09742
-9.054191,27,47.14042
-21.978904,33,47.19318
-33.627753,30,47.240929
3.606817,27,47.28425
-11.436858,24,47.325239
-3.1314,39,47.388156
-91.817866,103,49.158133
5.980245,57,49.249185
-6.405085,36,49.307763
-6.508221,15,49.332298
-21.623647,20,49.364785
-0.986169,29,49.41206
-11.285585,42,49.479351
-116.371062,146,49.71704
-77.171437,90,49.861773
-4.424785,9,49.876198
-35.002881,28,49.920938
1.322245,16,49.946615
-15.063,23,49.983714
-6.832815,60,50.079848
-23.471914,20,50.111932
-321.36382,250,50.516922
-75.297392,106,50.687639
-15.314877,20,50.720598
-718.514467,1000,52.347179
-14.172616,31,52.397565
0.131824,42,54.025604
11.46012,21,54.059051
-8.399889,21,54.092855
-22.758875,43,54.162141
-18.94878,36,54.219938
32.482796,40,54.283431
-20.83385,32,54.334199
-31.842621,52,54.416801
-25.387439,38,54.477422
-5.149349,66,54.583761
-11.916572,78,54.711412
-20.730035,43,54.779638
-27.273821,54,54.866374
-48.027491,96,55.019321
-41.796498,26,55.060451
-49.058997,81,55.189177
-27.340809,48,55.26617
-19.219469,29,55.313018
2.946492,46,55.386117
-631.158903,1000,56.993075
-10.951381,14,57.015482
-26.633924,16,57.041196
-631.593986,1000,60.152366
28.89468,61,60.249496
-28.310727,34,60.304867
-27.110976,33,60.358687
-10.252668,40,60.422481
-36.801608,39,60.483876
-10.167336,13,60.504755
0.476547,61,60.602757
-25.396819,41,60.66752
-100.471472,97,60.820841
-6.243799,14,60.842959
-11.578523,13,60.863872
-2.897979,60,60.959475
-14.463181,51,61.041107
-641.804657,1000,64.164439
-4.340175,11,64.182153
0.700171,14,64.20467
-5.520515,30,64.252502
-5.094335,62,64.352011
-17.129615,46,64.42636
-62.067647,64,64.528469
-12.93419,19,64.559745
-15.728074,15,64.583944
-58.334094,79,64.714007
-13.612241,16,64.739466
-10.415751,28,64.789977
-37.44668,108,64.965111
-45.200315,52,65.049446
8.992392,29,65.096406
-43.615989,115,65.282234
-5.056303,16,65.309634
-5.528066,57,65.403755
-21.978203,54,65.491625
-8.505619,16,65.517842
-40.905352,56,65.609001
-8.731986,25,65.649173
7.152358,64,65.75289
-33.599788,26,65.794666
-28.433672,27,65.838528
-69.231074,67,65.945981
0.325081,30,65.993839
-146.744374,230,66.36524
-33.415552,29,66.412812
-10.809918,16,66.438182
-16.531666,48,66.514778
-18.896817,36,66.584425
-19.061905,22,66.619438
-20.512096,142,66.843925
-4.008629,85,68.572733
-11.500724,21,68.606109
-1.778118,15,68.629661
-123.504065,107,68.798872
107.298969,127,69.001906
-381.862004,723,70.174499
-64.852277,73,70.292519
-7.010204,17,70.320682
-18.082705,39,70.384412
-26.229474,27,70.428331
-28.41962,35,70.484952
-4.452776,22,70.521601
2.707127,42,70.590725
4.351387,30,70.639179
4.668137,17,70.666538
6.582059,49,70.745508
-3.485883,11,70.763016
2.314326,28,70.808581
-34.552211,25,70.849189
2.165592,15,70.87322
12.847335,12,70.892491
-30.029947,34,70.947068
22.090826,28,70.992174
-4.8682,24,71.03042
-514.53547,1000,74.144871
14.929374,16,74.170447
-9.588245,33,74.223282
-11.907424,79,74.352357
-1.750077,120,74.544305
-14.419833,20,74.57698
7.322681,50,74.65634
-521.137869,1000,76.269958
-15.538063,55,76.360778
-1.449769,66,76.468098
-16.67334,15,76.492534
-5.35436,15,76.516333
14.194246,17,76.544003
0.810614,38,76.611671
-576.183956,1000,79.816263
-0.722864,27,79.860119
-36.89765,34,79.914565
-9.389603,11,79.93222
7.577205,28,79.977379
-4.393637,12,79.996731
-95.455241,61,80.09424
-45.709948,47,80.1758
-13.644771,19,80.209755
-6.007546,17,80.23905
21.186217,81,80.372343
-5.062027,24,80.411827
-508.13589,1000,83.505966
-29.025543,38,83.568152
-7.150669,23,83.605404
1.940096,30,83.653611
-23.223262,119,83.849013
-17.92448,40,83.914725
-85.980943,93,84.064153
-5.631898,10,84.080279
-18.173073,120,84.273366
-14.93471,25,84.314401
-15.191826,50,84.394784
-11.692818,13,84.415961
-45.561744,68,84.525389
-29.543657,28,84.57018
-60.226237,52,84.652968
-31.382643,43,84.72285
27.928062,62,84.825496
50.100245,74,84.944681
7.402888,23,84.981616
-3.30722,21,85.015155
32.588432,78,85.139965
2.630774,33,85.193216
-6.393193,106,85.365033
-14.280372,29,85.411734
-38.547873,56,85.500623
-36.651887,46,85.573859
14.966721,19,85.605051
57.602287,100,85.765236
3.902088,80,85.894028
-2.134547,21,85.927808
-29.086606,84,86.061924
-35.823527,41,86.127272
10.592727,42,86.200485
-20.580603,41,86.26665
-12.524646,43,88.264029
-14.428978,39,88.327401
8.979012,41,88.39398
-16.462674,45,88.466283
-7.644892,13,88.48682
26.902616,53,88.572147
-2.311583,36,88.629434
-6.101292,36,88.686702
7.108723,16,88.712156
